source,title,summary,texto,cluster
RPP,Serie A: Inter visita a Cagliari por la fecha 5,"La previa del choque de Cagliari ante Inter, a disputarse  en el estadio Sardegna Arena mañana desde las 13:45 horas. El árbitro será Marco Piccinini.","Serie A: Inter visita a Cagliari por la fecha 5 La previa del choque de Cagliari ante Inter, a disputarse  en el estadio Sardegna Arena mañana desde las 13:45 horas. El árbitro será Marco Piccinini.",3
RPP,"“Levanta la cabeza, estoy orgullosa de ti y de Alianza Lima”: el mensaje de aliento de la esposa de Hernán Barcos","Tras la eliminación de Alianza en la Copa Sudamericana 2025, Giuli Cunha compartió mensajes de orgullo hacia el club y de admiración hacia su esposo, el delantero Hernán Barcos.","“Levanta la cabeza, estoy orgullosa de ti y de Alianza Lima”: el mensaje de aliento de la esposa de Hernán Barcos Tras la eliminación de Alianza en la Copa Sudamericana 2025, Giuli Cunha compartió mensajes de orgullo hacia el club y de admiración hacia su esposo, el delantero Hernán Barcos.",4
RPP,¿Qué causó la separación entre Marcelo Tinelli y Milett Figueroa? El conductor argentino reveló los motivos,"Por otro lado, Martha Valcárcel, madre de Milett Figueroa, se pronunció luego de que Marcelo Tinelli confirmara el fin de su relación con la modelo y actriz peruana.","¿Qué causó la separación entre Marcelo Tinelli y Milett Figueroa? El conductor argentino reveló los motivos Por otro lado, Martha Valcárcel, madre de Milett Figueroa, se pronunció luego de que Marcelo Tinelli confirmara el fin de su relación con la modelo y actriz peruana.",0
RPP,Alerta en la costa peruana: oleaje anómalo golpeará el litoral hasta el 30 de septiembre,"Actualmente, hay un periodo de fase lunar de luna nueva que influye en el incremento del nivel de la marea en determinadas zonas costeras, según informó la Dirección de Hidrografía y Navegación de la Marina de Guerra.","Alerta en la costa peruana: oleaje anómalo golpeará el litoral hasta el 30 de septiembre Actualmente, hay un periodo de fase lunar de luna nueva que influye en el incremento del nivel de la marea en determinadas zonas costeras, según informó la Dirección de Hidrografía y Navegación de la Marina de Guerra.",0
RPP,Oleaje anómalo se registrará en el litoral peruano desde el viernes 26 hasta el 30 de septiembre,"La Dirección de Hidrografía y Navegación de la Marina de Guerra informó que, del 26 al 30 de septiembre, se registrará oleaje anómalo en el litoral peruano, específicamente en las playas abiertas o semiabiertas con orientación hacia el suroeste.","Oleaje anómalo se registrará en el litoral peruano desde el viernes 26 hasta el 30 de septiembre La Dirección de Hidrografía y Navegación de la Marina de Guerra informó que, del 26 al 30 de septiembre, se registrará oleaje anómalo en el litoral peruano, específicamente en las playas abiertas o semiabiertas con orientación hacia el suroeste.",0
RPP,Incendio consumió feria de artesanías de la avenida 28 de Julio: el fuego afectó a una veintena de stands [VIDEO],"El comandante departamental de Lima Centro del Cuerpo de Bomberos Voluntarios del Perú, Fredy Rivera, mencionó a RPP que no se puede descartar que la causa aparente del incendio sea un cortocircuito.","Incendio consumió feria de artesanías de la avenida 28 de Julio: el fuego afectó a una veintena de stands [VIDEO] El comandante departamental de Lima Centro del Cuerpo de Bomberos Voluntarios del Perú, Fredy Rivera, mencionó a RPP que no se puede descartar que la causa aparente del incendio sea un cortocircuito.",0
RPP,Temblor en Chile hoy 26 de septiembre: Epicentro del sismo según CSN,¿Cuál fue el último Temblor en Chile hoy 26 de septiembre y registrado por el servicio Sismológico Nacional de Chile (CSN)? Consulta los últimos sismos: magnitud y epicentro del movimiento sísmico.,Temblor en Chile hoy 26 de septiembre: Epicentro del sismo según CSN ¿Cuál fue el último Temblor en Chile hoy 26 de septiembre y registrado por el servicio Sismológico Nacional de Chile (CSN)? Consulta los últimos sismos: magnitud y epicentro del movimiento sísmico.,2
RPP,"""Váyanse para casita"": 'Pipo' Gorosito tuvo altercado con un miembro del staff de la U. de Chile",El técnico de Alianza Lima dio cuenta de lo que pasó luego del pitido final en el partido contra la U. de Chile en Coquimbo.,"""Váyanse para casita"": 'Pipo' Gorosito tuvo altercado con un miembro del staff de la U. de Chile El técnico de Alianza Lima dio cuenta de lo que pasó luego del pitido final en el partido contra la U. de Chile en Coquimbo.",4
RPP,Corea del Sur realizó pruebas militares para celebrar el 80 aniversario de su fuerza naval [FOTOS],"En la actividad, participó el destructor Jeongjo el Grande, así como 31 barcos de guerra y 18 aeronaves, además de buques de superficie y aviones no tripulados.","Corea del Sur realizó pruebas militares para celebrar el 80 aniversario de su fuerza naval [FOTOS] En la actividad, participó el destructor Jeongjo el Grande, así como 31 barcos de guerra y 18 aeronaves, además de buques de superficie y aviones no tripulados.",0
RPP,Benjamín Netanyahu ordena que su discurso ante la ONU se transmita en toda la Franja de Gaza,"El primer ministro israelí, Benjamín Netanyahu, antes de viajar a Nueva York, adelantó que en su discurso hablaría de ""nuestra verdad: la de los ciudadanos de Israel, la de los soldados de las Fuerzas de Defensa de Israel y la de nuestro país"".","Benjamín Netanyahu ordena que su discurso ante la ONU se transmita en toda la Franja de Gaza El primer ministro israelí, Benjamín Netanyahu, antes de viajar a Nueva York, adelantó que en su discurso hablaría de ""nuestra verdad: la de los ciudadanos de Israel, la de los soldados de las Fuerzas de Defensa de Israel y la de nuestro país"".",0
RPP,Estrenos de Películas hoy 26 de septiembre del 2025,"Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.","Estrenos de Películas hoy 26 de septiembre del 2025 Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.",2
RPP,"León XIV nombra su sucesor en el Dicasterio para Obispos, su primer gran cambio en Curia","El nuevo prefecto del Dicasterio para los Obispo, Filippo Iannone, es un arzobispo y carmelita napolitano de 68 años que hasta la fecha se desempeñaba prefecto del Dicasterio vaticano para los Textos Legislativos.","León XIV nombra su sucesor en el Dicasterio para Obispos, su primer gran cambio en Curia El nuevo prefecto del Dicasterio para los Obispo, Filippo Iannone, es un arzobispo y carmelita napolitano de 68 años que hasta la fecha se desempeñaba prefecto del Dicasterio vaticano para los Textos Legislativos.",0
RPP,"Alianza Lima tras eliminación: ""Luchamos 18 batallas internacionales y nos vamos con la frente en alto""",Alianza Lima se pronunció en sus redes sociales tras perder ante Universidad de Chile por Copa Sudamericana.,"Alianza Lima tras eliminación: ""Luchamos 18 batallas internacionales y nos vamos con la frente en alto"" Alianza Lima se pronunció en sus redes sociales tras perder ante Universidad de Chile por Copa Sudamericana.",4
RPP,Ejército surcoreano realizó disparos de advertencia tras detectar a barco norcoreano que había cruzado la frontera,"“Un mercante norcoreano cruzó la línea limítrofe del Norte y nuestras fuerzas emitieron mensajes de alerta y disparos de advertencia”, informó el Ejército de Corea del Sur.","Ejército surcoreano realizó disparos de advertencia tras detectar a barco norcoreano que había cruzado la frontera “Un mercante norcoreano cruzó la línea limítrofe del Norte y nuestras fuerzas emitieron mensajes de alerta y disparos de advertencia”, informó el Ejército de Corea del Sur.",0
RPP,Detonan potente explosivo en vivienda multifamiliar de Carabayllo [VIDEO],La explosión causó daños en el predio y generó pánico entre los vecinos. El propietario aseguró no haber recibido amenazas previas.,Detonan potente explosivo en vivienda multifamiliar de Carabayllo [VIDEO] La explosión causó daños en el predio y generó pánico entre los vecinos. El propietario aseguró no haber recibido amenazas previas.,0
RPP,"Premier League: Por la fecha 6, Nottingham Forest recibirá a Sunderland",Toda la previa del duelo entre Nottingham Forest y Sunderland. El partido se jugará en el estadio City Ground el sábado 27 de septiembre a las 11:30 horas. Será arbitrado por Tony Harrington.,"Premier League: Por la fecha 6, Nottingham Forest recibirá a Sunderland Toda la previa del duelo entre Nottingham Forest y Sunderland. El partido se jugará en el estadio City Ground el sábado 27 de septiembre a las 11:30 horas. Será arbitrado por Tony Harrington.",3
RPP,Serie A: Juventus busca derrotar a Atalanta para posicionarse en la cima del torneo,"Todo lo que tienes que saber en la previa de Juventus vs Atalanta. El duelo, a disputarse  en el Allianz Stadium el sábado 27 de septiembre, comenzará  a las 11:00 horas.","Serie A: Juventus busca derrotar a Atalanta para posicionarse en la cima del torneo Todo lo que tienes que saber en la previa de Juventus vs Atalanta. El duelo, a disputarse  en el Allianz Stadium el sábado 27 de septiembre, comenzará  a las 11:00 horas.",3
RPP,Ate: se restablece el tránsito del Ferrocarril Andino tras accidente en el que se volcó un furgón,"Una vez culminadas las diligencias, se logró retirar el furgón y con ello se restableció el tránsito del ferrocarril que transporta minerales desde el centro del país hasta el puerto del Callao.","Ate: se restablece el tránsito del Ferrocarril Andino tras accidente en el que se volcó un furgón Una vez culminadas las diligencias, se logró retirar el furgón y con ello se restableció el tránsito del ferrocarril que transporta minerales desde el centro del país hasta el puerto del Callao.",0
RPP,Precio del dólar Perú y tipo de cambio hoy 26 de septiembre del 2025,"En Perú, el tipo de cambio para hoy viernes 26 de septiembre es de  S/3.51 según el Banco Central de Reserva Del Perú.","Precio del dólar Perú y tipo de cambio hoy 26 de septiembre del 2025 En Perú, el tipo de cambio para hoy viernes 26 de septiembre es de  S/3.51 según el Banco Central de Reserva Del Perú.",2
RPP,Cartelera Cine en Lima y Perú hoy viernes 26 de septiembre,La cartelera de películas de cines en Lima y Perú se renueva cada jueves. Revisa los títulos que se estrenan y mira los trailers.,Cartelera Cine en Lima y Perú hoy viernes 26 de septiembre La cartelera de películas de cines en Lima y Perú se renueva cada jueves. Revisa los títulos que se estrenan y mira los trailers.,2
RPP,Dictan cinco meses de prisión preventiva contra conductor que causó accidente en el que resultaron graves dos niñas,"Gianpiero Amaya es investigado por el presunto delito de lesiones culposas agravadas, por el violento accidente, en el que resultaron heridas tres personas, entre ellas dos escolares.","Dictan cinco meses de prisión preventiva contra conductor que causó accidente en el que resultaron graves dos niñas Gianpiero Amaya es investigado por el presunto delito de lesiones culposas agravadas, por el violento accidente, en el que resultaron heridas tres personas, entre ellas dos escolares.",0
RPP,Incendio de gran magnitud afectó a cinco viviendas en el Callao,"Hasta diez unidades del Cuerpo de Bomberos acudieron a atender la emergencia, declarada anoche, al promediar las 10:00 p.m.","Incendio de gran magnitud afectó a cinco viviendas en el Callao Hasta diez unidades del Cuerpo de Bomberos acudieron a atender la emergencia, declarada anoche, al promediar las 10:00 p.m.",0
RPP,Premier League: Se enfrentan Leeds United y Bournemouth por la fecha 6,"En la previa de Leeds United vs Bournemouth, todo lo que tienes que saber de la cita que está prevista para este sábado 27 de septiembre desde las 09:00 horas en el estadio Elland Road. El árbitro designado será Michael Oliver.","Premier League: Se enfrentan Leeds United y Bournemouth por la fecha 6 En la previa de Leeds United vs Bournemouth, todo lo que tienes que saber de la cita que está prevista para este sábado 27 de septiembre desde las 09:00 horas en el estadio Elland Road. El árbitro designado será Michael Oliver.",3
RPP,Premier League: Manchester City y Burnley se miden por la fecha 6,"Palpitamos la previa del choque entre Manchester City y Burnley. Cuándo, dónde y a qué hora juegan, con el arbitraje de Robert Jones.","Premier League: Manchester City y Burnley se miden por la fecha 6 Palpitamos la previa del choque entre Manchester City y Burnley. Cuándo, dónde y a qué hora juegan, con el arbitraje de Robert Jones.",3
RPP,Premier League: Liverpool busca mantener el invicto y llegar a la cima,"Todos los detalles de la previa del partido entre Crystal Palace y Liverpool, que se jugará el sábado 27 de septiembre desde las 09:00 horas en el estadio Selhurst Park. Dirige Chris Kavanagh.","Premier League: Liverpool busca mantener el invicto y llegar a la cima Todos los detalles de la previa del partido entre Crystal Palace y Liverpool, que se jugará el sábado 27 de septiembre desde las 09:00 horas en el estadio Selhurst Park. Dirige Chris Kavanagh.",3
RPP,Premier League: Chelsea recibirá a Brighton and Hove por la fecha 6,"Te contamos la previa del duelo Chelsea vs Brighton and Hove, que se enfrentarán en el estadio Stamford Bridge el próximo sábado 27 de septiembre a las 09:00 horas. Simon Hooper será el árbitro del partido.","Premier League: Chelsea recibirá a Brighton and Hove por la fecha 6 Te contamos la previa del duelo Chelsea vs Brighton and Hove, que se enfrentarán en el estadio Stamford Bridge el próximo sábado 27 de septiembre a las 09:00 horas. Simon Hooper será el árbitro del partido.",3
RPP,Serie A: Se enfrentan Como 1907 y Cremonese por la fecha 5,"En la previa de Como 1907 vs Cremonese, todo lo que tienes que saber de la cita que está prevista para este sábado 27 de septiembre desde las 08:00 horas en el estadio Giuseppe Sinigaglia.","Serie A: Se enfrentan Como 1907 y Cremonese por la fecha 5 En la previa de Como 1907 vs Cremonese, todo lo que tienes que saber de la cita que está prevista para este sábado 27 de septiembre desde las 08:00 horas en el estadio Giuseppe Sinigaglia.",3
RPP,Premier League: Brentford se enfrenta ante la visita Manchester United por la fecha 6,"Brentford y Manchester United se enfrentan en el estadio Griffin Park, con el arbitraje de Craig Pawson. El duelo se jugará el sábado 27 de septiembre desde las 06:30 horas.","Premier League: Brentford se enfrenta ante la visita Manchester United por la fecha 6 Brentford y Manchester United se enfrentan en el estadio Griffin Park, con el arbitraje de Craig Pawson. El duelo se jugará el sábado 27 de septiembre desde las 06:30 horas.",3
RPP,"Sergio Busquets se retirará del fútbol al final de la temporada: ""Gracias a Barcelona, el club de mi vida""","Sergio Busquets, de 37 años, anunció su alejamiento del fútbol con un emotivo video.","Sergio Busquets se retirará del fútbol al final de la temporada: ""Gracias a Barcelona, el club de mi vida"" Sergio Busquets, de 37 años, anunció su alejamiento del fútbol con un emotivo video.",0
RPP,Sin Alianza Lima: fechas y cruces de las semifinales de la Copa Sudamericana 2025,"Universidad de Chile, que superó a Alianza Lima, está entre los cuatro mejores clubes de la Copa Sudamericana 2025.","Sin Alianza Lima: fechas y cruces de las semifinales de la Copa Sudamericana 2025 Universidad de Chile, que superó a Alianza Lima, está entre los cuatro mejores clubes de la Copa Sudamericana 2025.",4
RPP,Más de medio kilómetro de altura: China rompe su propio récord con el puente más alto del mundo [VIDEO],"La altura del puente sobre el Gran Cañón de Huajiang casi iguala los 632 metros de la Shanghai Tower, el rascacielos número uno de China, situado en la megalópolis oriental de Shanghái.","Más de medio kilómetro de altura: China rompe su propio récord con el puente más alto del mundo [VIDEO] La altura del puente sobre el Gran Cañón de Huajiang casi iguala los 632 metros de la Shanghai Tower, el rascacielos número uno de China, situado en la megalópolis oriental de Shanghái.",0
RPP,"El puente más alto del mundo completa la prueba de carga en Guizhou, China","La altura del puente sobre el Gran Cañón de Huajiang casi iguala los 632 metros de la Shanghai Tower, el rascacielos número uno de China, situado en la megalópolis oriental de Shanghái.","El puente más alto del mundo completa la prueba de carga en Guizhou, China La altura del puente sobre el Gran Cañón de Huajiang casi iguala los 632 metros de la Shanghai Tower, el rascacielos número uno de China, situado en la megalópolis oriental de Shanghái.",0
RPP,Deportivo Garcilaso y UTC empataron 0-0 por la fecha 11 en el Torneo Clausura,Deportivo Garcilaso no logró el triunfo en casa por la fecha 11 del Torneo Clausura.,Deportivo Garcilaso y UTC empataron 0-0 por la fecha 11 en el Torneo Clausura Deportivo Garcilaso no logró el triunfo en casa por la fecha 11 del Torneo Clausura.,4
RPP,Minem adjudicó cuatro proyectos eléctricos por 214 millones de dólares a la empresa Alupar,El Ministerio de Energía y Minas (Minem) señaló que estas obras forman parte del grupo 3 del Plan de Transmisión 2023-2032.,Minem adjudicó cuatro proyectos eléctricos por 214 millones de dólares a la empresa Alupar El Ministerio de Energía y Minas (Minem) señaló que estas obras forman parte del grupo 3 del Plan de Transmisión 2023-2032.,0
RPP,Alianza Lima perdió 2-1 ante la U de Chile en Coquimbo y se despide de la Copa Sudamericana: resumen y goles,"Alianza Lima le dijo adiós a la Copa Sudamericana 2025 luego de perder por 2-1 ante la U de Chile. Así, a los 'blanquiazules' solo les restajugar el torneo local para despedirse de la temporada.","Alianza Lima perdió 2-1 ante la U de Chile en Coquimbo y se despide de la Copa Sudamericana: resumen y goles Alianza Lima le dijo adiós a la Copa Sudamericana 2025 luego de perder por 2-1 ante la U de Chile. Así, a los 'blanquiazules' solo les restajugar el torneo local para despedirse de la temporada.",4
RPP,Ate: camión y locomotora del Ferrocarril Central Andino protagonizaron un violento accidente en Santa Clara,"El choque entre un camión y una locomotora en Santa Clara volcó la unidad de carga y detuvo momentáneamente el tránsito ferroviario, aunque no dejó heridos de gravedad. Vecinos exhortan a los conductores a manejar con mayor prudencia.","Ate: camión y locomotora del Ferrocarril Central Andino protagonizaron un violento accidente en Santa Clara El choque entre un camión y una locomotora en Santa Clara volcó la unidad de carga y detuvo momentáneamente el tránsito ferroviario, aunque no dejó heridos de gravedad. Vecinos exhortan a los conductores a manejar con mayor prudencia.",0
RPP,"""Nos pidió no entrenar"": Néstor Gorosito confesó por qué Pedro Aquino y Kevin Quevedo no jugaron de titulares ante la 'U' de Chile",El técnico de Alianza Lima se pronunció luego de la derrota por 2-1 ante Universidad de Chile.,"""Nos pidió no entrenar"": Néstor Gorosito confesó por qué Pedro Aquino y Kevin Quevedo no jugaron de titulares ante la 'U' de Chile El técnico de Alianza Lima se pronunció luego de la derrota por 2-1 ante Universidad de Chile.",4
RPP,Se quedó en el camino: el 1x1 de la derrota de Alianza Lima ante U. de Chile para quedar eliminado de la Sudamericana,"Alianza Lima no jugó al mismo nivel que nos tenia acostumbrado a nivel internacional, pero sí muy parecido al de Liga1. A continuación, el 1x1 de la derrota ante la Universidad de Chile.","Se quedó en el camino: el 1x1 de la derrota de Alianza Lima ante U. de Chile para quedar eliminado de la Sudamericana Alianza Lima no jugó al mismo nivel que nos tenia acostumbrado a nivel internacional, pero sí muy parecido al de Liga1. A continuación, el 1x1 de la derrota ante la Universidad de Chile.",4
RPP,La fuerte frase con la que 'Pipo' Gorosito explicó la suplencia de Kevin Quevedo y Pedro Aquino en partido clave ante la U. de Chile,"En conferencia de prensa, Néstor Gorosito fue consultado por la ausencia de Kevin Quevedo, una de las figuras de Alianza Lima, y de Pedro Aquino, en el equipo titular. Su respuesta generó polémica.","La fuerte frase con la que 'Pipo' Gorosito explicó la suplencia de Kevin Quevedo y Pedro Aquino en partido clave ante la U. de Chile En conferencia de prensa, Néstor Gorosito fue consultado por la ausencia de Kevin Quevedo, una de las figuras de Alianza Lima, y de Pedro Aquino, en el equipo titular. Su respuesta generó polémica.",4
RPP,"""Zambrano no se puede hacer expulsar"", ""Gorosito se equivocó"", ""Aquino debió ser titular"": el análisis de los errores de Alianza Lima",La dura derrota de Alianza Lima ante la Universidad de Chile terminó con su sueño en la Copa Sudamericana y dejó en evidencia varios errores al afrontar la llave de cuartos de final.,"""Zambrano no se puede hacer expulsar"", ""Gorosito se equivocó"", ""Aquino debió ser titular"": el análisis de los errores de Alianza Lima La dura derrota de Alianza Lima ante la Universidad de Chile terminó con su sueño en la Copa Sudamericana y dejó en evidencia varios errores al afrontar la llave de cuartos de final.",4
